Group,Category,Code,Long Desc,Short Desc
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6455,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6456,"Zinc paste impregnated bandage, non-elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6457,"Tubular dressing with or without elastic, any width, per linear yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6460,"Synthetic resorbable wound dressing, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6461,"Synthetic resorbable wound dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6501,"Compression burn garment, bodysuit (head to foot), custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6502,"Compression burn garment, chin strap, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6503,"Compression burn garment, facial hood, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6504,"Compression burn garment, glove to wrist, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6505,"Compression burn garment, glove to elbow, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6506,"Compression burn garment, glove to axilla, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6507,"Compression burn garment, foot to knee length, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6508,"Compression burn garment, foot to thigh length, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6509,"Compression burn garment, upper trunk to waist including arm openings (vest), custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6510,"Compression burn garment, trunk, including arms down to leg openings (leotard), custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6511,"Compression burn garment, lower trunk including leg openings (panty), custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6512,"Compression burn garment, not otherwise classified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6513,"Compression burn mask, face and/or neck, plastic or equal, custom fabricated",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6530,"Gradient compression stocking, below knee, 18-30 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6531,"Gradient compression stocking, below knee, 30-40 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6532,"Gradient compression stocking, below knee, 40-50 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6533,"Gradient compression stocking, thigh length, 18-30 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6534,"Gradient compression stocking, thigh length, 30-40 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6535,"Gradient compression stocking, thigh length, 40-50 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6536,"Gradient compression stocking, full length/chap style, 18-30 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6537,"Gradient compression stocking, full length/chap style, 30-40 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6538,"Gradient compression stocking, full length/chap style, 40-50 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6539,"Gradient compression stocking, waist length, 18-30 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6540,"Gradient compression stocking, waist length, 30-40 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6541,"Gradient compression stocking, waist length, 40-50 mmhg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6544,"Gradient compression stocking, garter belt",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6545,"Gradient compression wrap, non-elastic, below knee, 30-50 mm hg, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6549,"Gradient compression stocking/sleeve, not otherwise specified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6550,"Wound care set, for negative pressure wound therapy electrical pump, includes all supplies and accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7000,"Canister, disposable, used with suction pump, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7001,"Canister, non-disposable, used with suction pump, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7002,"Tubing, used with suction pump, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7003,"Administration set, with small volume nonfiltered pneumatic nebulizer, disposable",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7004,"Small volume nonfiltered pneumatic nebulizer, disposable",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7005,"Administration set, with small volume nonfiltered pneumatic nebulizer, non-disposable",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7006,"Administration set, with small volume filtered pneumatic nebulizer",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7007,"Large volume nebulizer, disposable, unfilled, used with aerosol compressor",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7008,"Large volume nebulizer, disposable, prefilled, used with aerosol compressor",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7009,"Reservoir bottle, non-disposable, used with large volume ultrasonic nebulizer",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7010,"Corrugated tubing, disposable, used with large volume nebulizer, 100 feet",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7011,"Corrugated tubing, non-disposable, used with large volume nebulizer, 10 feet",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7012,"Water collection device, used with large volume nebulizer",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7013,"Filter, disposable, used with aerosol compressor or ultrasonic generator",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7014,"Filter, nondisposable, used with aerosol compressor or ultrasonic generator",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7015,"Aerosol mask, used with dme nebulizer",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7016,"Dome and mouthpiece, used with small volume ultrasonic nebulizer",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7017,"Nebulizer, durable, glass or autoclavable plastic, bottle type, not used with oxygen",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7018,"Water, distilled, used with large volume nebulizer, 1000 ml",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7020,"Interface for cough stimulating device, includes all components, replacement only",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7025,"High frequency chest wall oscillation system vest, replacement for use with patient owned equipment, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7026,"High frequency chest wall oscillation system hose, replacement for use with patient owned equipment, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7027,"Combination oral/nasal mask, used with continuous positive airway pressure device, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7028,"Oral cushion for combination oral/nasal mask, replacement only, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7029,"Nasal pillows for combination oral/nasal mask, replacement only, pair",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7030,"Full face mask used with positive airway pressure device, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7031,"Face mask interface, replacement for full face mask, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7032,"Cushion for use on nasal mask interface, replacement only, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7033,"Pillow for use on nasal cannula type interface, replacement only, pair",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7034,"Nasal interface (mask or cannula type) used with positive airway pressure device, with or without head strap",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7035,Headgear used with positive airway pressure device,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7036,Chinstrap used with positive airway pressure device,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7037,Tubing used with positive airway pressure device,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7038,"Filter, disposable, used with positive airway pressure device",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7039,"Filter, non disposable, used with positive airway pressure device",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7040,One way chest drain valve,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7041,Water seal drainage container and tubing for use with implanted chest tube,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7042,"Implanted pleural catheter, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7043,Vacuum drainage bottle and tubing for use with implanted catheter,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7044,"Oral interface used with positive airway pressure device, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7045,"Exhalation port with or without swivel used with accessories for positive airway devices, replacement only",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7046,"Water chamber for humidifier, used with positive airway pressure device, replacement, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7047,"Oral interface used with respiratory suction pump, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7048,"Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7501,"Tracheostoma valve, including diaphragm, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7502,"Replacement diaphragm/faceplate for tracheostoma valve, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7503,"Filter holder or filter cap, reusable, for use in a tracheostoma heat and moisture exchange system, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7504,"Filter for use in a tracheostoma heat and moisture exchange system, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7505,"Housing, reusable without adhesive, for use in a heat and moisture exchange system and/or with a tracheostoma valve, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7506,"Adhesive disc for use in a heat and moisture exchange system and/or with tracheostoma valve, any type each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7507,"Filter holder and integrated filter without adhesive, for use in a tracheostoma heat and moisture exchange system, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7508,"Housing and integrated adhesive, for use in a tracheostoma heat and moisture exchange system and/or with a tracheostoma valve, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7509,"Filter holder and integrated filter housing, and adhesive, for use as a tracheostoma heat and moisture exchange system, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7520,"Tracheostomy/laryngectomy tube, non-cuffed, polyvinylchloride (pvc), silicone or equal, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7521,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7522,"Tracheostomy/laryngectomy tube, stainless steel or equal (sterilizable and reusable), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7523,"Tracheostomy shower protector, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7524,"Tracheostoma stent/stud/button, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7525,"Tracheostomy mask, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7526,"Tracheostomy tube collar/holder, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A7527,"Tracheostomy/laryngectomy tube plug/stop, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A8000,"Helmet, protective, soft, prefabricated, includes all components and accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A8001,"Helmet, protective, hard, prefabricated, includes all components and accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A8002,"Helmet, protective, soft, custom fabricated, includes all components and accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A8003,"Helmet, protective, hard, custom fabricated, includes all components and accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A8004,"Soft interface for helmet, replacement only",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9150,Non-prescription drugs,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9152,"Single vitamin/mineral/trace element, oral, per dose, not otherwise specified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9153,"Multiple vitamins, with or without minerals and trace elements, oral, per dose, not otherwise specified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9155,"Artificial saliva, 30 ml",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9180,"Pediculosis (lice infestation) treatment, topical, for administration by patient/caretaker",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9270,Non-covered item or service,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9272,"Wound suction, disposable, includes dressing, all accessories and components, any type, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9273,"Cold or hot fluid bottle, ice cap or collar, heat and/or cold wrap, any type",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9274,"External ambulatory insulin delivery system, disposable, each, includes all supplies and accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9275,"Home glucose disposable monitor, includes test strips",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9276,"Sensor; invasive (e.g., subcutaneous), disposable, for use with interstitial continuous glucose monitoring system, one unit = 1 day supply",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9277,"Transmitter; external, for use with interstitial continuous glucose monitoring system",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9278,"Receiver (monitor); external, for use with interstitial continuous glucose monitoring system",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9279,"Monitoring feature/device, stand-alone or integrated, any type, includes all accessories, components and electronics, not otherwise classified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9280,"Alert or alarm device, not otherwise classified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9281,"Reaching/grabbing device, any type, any length, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9282,"Wig, any type, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9283,"Foot pressure off loading/supportive device, any type, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9284,"Spirometer, non-electronic, includes all accessories",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9285,Inversion/eversion correction device,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9286,"Hygienic item or device, disposable or non-disposable, any type, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9291,"Prescription digital behavioral therapy, fda cleared, per course of treatment",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9300,Exercise equipment,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9500,"Technetium tc-99m sestamibi, diagnostic, per study dose",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9501,"Technetium tc-99m teboroxime, diagnostic, per study dose",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9502,"Technetium tc-99m tetrofosmin, diagnostic, per study dose",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9503,"Technetium tc-99m medronate, diagnostic, per study dose, up to 30 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9504,"Technetium tc-99m apcitide, diagnostic, per study dose, up to 20 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9505,"Thallium tl-201 thallous chloride, diagnostic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9507,"Indium in-111 capromab pendetide, diagnostic, per study dose, up to 10 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9508,"Iodine i-131 iobenguane sulfate, diagnostic, per 0.5 millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9509,"Iodine i-123 sodium iodide, diagnostic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9510,"Technetium tc-99m disofenin, diagnostic, per study dose, up to 15 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9512,"Technetium tc-99m pertechnetate, diagnostic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9513,"Lutetium lu 177, dotatate, therapeutic, 1 millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9515,"Choline c-11, diagnostic, per study dose up to 20 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9516,"Iodine i-123 sodium iodide, diagnostic, per 100 microcuries, up to 999 microcuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9517,"Iodine i-131 sodium iodide capsule(s), therapeutic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9520,"Technetium tc-99m tilmanocept, diagnostic, up to 0.5 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9521,"Technetium tc-99m exametazime, diagnostic, per study dose, up to 25 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9524,"Iodine i-131 iodinated serum albumin, diagnostic, per 5 microcuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9526,"Nitrogen n-13 ammonia, diagnostic, per study dose, up to 40 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9527,"Iodine i-125, sodium iodide solution, therapeutic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9528,"Iodine i-131 sodium iodide capsule(s), diagnostic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9529,"Iodine i-131 sodium iodide solution, diagnostic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9530,"Iodine i-131 sodium iodide solution, therapeutic, per millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9531,"Iodine i-131 sodium iodide, diagnostic, per microcurie (up to 100 microcuries)",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9532,"Iodine i-125 serum albumin, diagnostic, per 5 microcuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9536,"Technetium tc-99m depreotide, diagnostic, per study dose, up to 35 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9537,"Technetium tc-99m mebrofenin, diagnostic, per study dose, up to 15 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9538,"Technetium tc-99m pyrophosphate, diagnostic, per study dose, up to 25 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9539,"Technetium tc-99m pentetate, diagnostic, per study dose, up to 25 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9540,"Technetium tc-99m macroaggregated albumin, diagnostic, per study dose, up to 10 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9541,"Technetium tc-99m sulfur colloid, diagnostic, per study dose, up to 20 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9542,"Indium in-111 ibritumomab tiuxetan, diagnostic, per study dose, up to 5 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9543,"Yttrium y-90 ibritumomab tiuxetan, therapeutic, per treatment dose, up to 40 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9544,"Iodine i-131 tositumomab, diagnostic, per study dose",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9545,"Iodine i-131 tositumomab, therapeutic, per treatment dose",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9546,"Cobalt co-57/58, cyanocobalamin, diagnostic, per study dose, up to 1 microcurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9547,"Indium in-111 oxyquinoline, diagnostic, per 0.5 millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9548,"Indium in-111 pentetate, diagnostic, per 0.5 millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9550,"Technetium tc-99m sodium gluceptate, diagnostic, per study dose, up to 25 millicurie",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9551,"Technetium tc-99m succimer, diagnostic, per study dose, up to 10 millicuries",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A9552,"Fluorodeoxyglucose f-18 fdg, diagnostic, per study dose, up to 45 millicuries",Transport parking fees/tolls
